id,Sexe,Nom,Prenom,Etiquette,Elu1988,Elu1993,Elu1997,Elu2002,Elu2007,Elu2012,Elu2017,Nombre_presentation_C1,Nombre_presentation_C2,Nombre_presentation_C3,Nombre_presentation_C4,Nombre_presentation_C5,Nombre_presentation_C6,Nombre_presentation_C7,Nombre_presentation_C8,Nombre_presentation_C9,Nombre_presentation_C10,Nombre_Elu_C1,Nombre_Elu_C2,Nombre_Elu_C3,Nombre_Elu_C4,Nombre_Elu_C5,Nombre_Elu_C6,Nombre_Elu_C7,Nombre_Elu_C8,Nombre_Elu_C9,Nombre_Elu_C10,1993,1988,2012,1997,2002,2007,2017,Phrase_pres_cand,Phrase_pres_parti,Age,Site_perso,Twitter,Facebook,Img_cand
716,M,MAHE,ALBERT,"PARTI SOCIALISTE, ALLIANCE DES FRANCAIS POUR LE PROGRES",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_44,,,,,,,,,,
717,M,MAHE,GILLES,LES VERTS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C1_49,,,,,,,,,,,,
718,F,MAHE,VALERIE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,C8_44,,,,,,,,,,
719,M,MAIA,PEDRO,FRONT DE GAUCHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,C10_44,,,,,,,,
720,M,MAIGNAN,JEAN-CLAUDE,LES VERTS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_53,C3_53,,,,,,,,,,
721,F,MAILLET,MURIEL,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C5_49,,,,,,,,,,,,
722,F,MAILLET,SYLVIE,LUTTE OUVRERE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_72,,,,,,,,
723,F,MAILLEUX,SYLVIA,PARTI HUMANISTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C6_49,,,,,,,,
724,F,MALEPRADE DE,HUGUETTE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C7_49,,,,,,,,,
725,F,MALEYRAT,LUCIENNE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_72,,,,,,,,,,
726,F,MALLEZ,JOCELYNE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_53,,,,,,,,,,
727,M,MANDAT-GRANCEY DE,EMMANUEL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_49,,,,,,,,,
728,M,MANGEARD,PATRICE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_49,,,,,,,,,,
729,M,MARCHAL,PHILIPPE,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_85,,,,,,,,,,,
730,F,MARCHAND,FRANCOISE,LES VERTS,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_53,C1_53,,,,,,,,,
731,M,MARCHAND,JEAN JACQUES,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,C9_44,,,,,,,,,,,,
732,M,MARECHAL,SAMUEL,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_44,,,,,,,,,,,
733,M,MARIE,PHILIPPE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_72,,,,,,,,,,
734,F,MARMAROS,MONIQUE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,,,,,,,,,
735,M,MAROLLEAU,ERICK,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_85,,,,,,,,,
736,F,MARSAL,FREDERIQUE,GAUCHE UNIE ANTILIBERALE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_85,,,,,,,,
737,M,MARTIN,CHRISTIAN,MAJORITE PRESIDENTIELLE UDF-RPR,0,C3,C3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_49,,,C3_49,,C3_72,,,,,,,,
738,M,MARTIN,FRANCIS,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_49,,,,,,,,
739,F,MARTIN,MARIE NOELLE,POUR LA SEMAINE DE 4 JOURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C8_44,,,,,,,,,
740,M,MARTINEAU,JEAN CLAUDE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_85,,C2_85,,,,,,,,
741,F,MASCUREAU DE,HELENE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C7_44,,,,,,,,,
742,F,MASSE,CLAUDINE,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_49,,,,,,,,,,,
743,M,MASSONNET,YANN,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_85,,,,,,,,,,
744,M,MASSUYEAU,BERNARD,LES VERTS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_85,,,,,,,,
745,M,MAUBORGNE,GERARD,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_72,,,,,,,,,,,
746,F,MAUGER,FRANCOISE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_72,,,,,,,,,,
747,M,MAUGER,PIERRE,UNION DU RASSEMBLEMENT ET DU CENTRE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_85,,,,,,,,,
748,M,MAUJOUAN DU GASSET,JOSEPH,UNION DU RASSEMBLEMENT ET DU CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C10_44,,,,,,,,,,,,
749,M,MAUPAY,CLAUDE,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_72,,,,,,,,,
750,M,MAURICE,LOIC,CNIP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_44,,,,,,,,
751,F,MAUTIN,KATELL,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_53,,,,,,,,,
752,F,MAY,ORIANNE,NOUVEAU PARTI ANTICAPITALISTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_72,,,,,,,,
753,M,MAZERY,ALAIN,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
754,M,MAZZORANA,ALEXANDRE,PARTI RADICAL DE GAUCHE,0,0,C5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C1_44,,,,C5_44,,,,,,,,,
755,M,MEIMOUN,YVES,PARTI SOCIALISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_49,,,,,,,,
756,F,MENAGER,DONATIENNE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C6_44,,,,,,,,,,,,
757,0,MENARD,CLAUDI,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_49,C6_49,,,,,,,,
758,M,MENARD,ERIC,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C3_44,,,,,,,,,,,,
759,F,MENARD,EVELYNE,FRONT NATIONAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_72_?,,,,,,,,,,
760,M,MENARD,MICHEL,PARTI SOCIALISTE,0,0,0,0,C5,C5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,C5_44,C5_44,,,,,,,,,,
761,F,MENN,NADINE,ASSOCIATION PS PRG ET APPARENTES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_53,,,,,,,,
762,F,MERAND GAUTHIER,ISABELLE,PARTI RADICAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_44,,,,,,,,
763,M,MERCEREAU,FERNAND,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1_85,,,,,,,,,,,,,
764,M,MERCIER,JEAN MARIE,FRONT NATIONAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_53,,,,,,,,,,
765,F,MERLET,DAMARIS,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,C8_44,,C2_44,,,,,,,,
766,M,MESTRE,PHILIPPE,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2_85,,,,C2_85,,,,,,,,,
767,M,MESTRE,RAOUL,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_85,C2_85,,,,,,,,,
768,M,MET,CHARLES,"FRONT NATIONAL, LES FRANCAIS D'ABORD",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_72,,,,,,,,,,,
769,M,METAIREAU,YVES,UDF-PARTI REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
770,M,METIVIER,JOEL,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_72,,,,,,,,
771,M,METIVIER,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_72,,,,,,,,,
772,F,MEYER,CHRISTINE,MOUVEMENT EPUBLICAIN ET CITOYEN,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_44,C1_44,,,,,,,,,,
773,M,MEZANGE,JEAN-MICHEL,EUROPE ECOLOGIE LES VERTS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_44,Jean-Michel Mézange se présente en tant que candidat Europe Ecologie Les Verts sur la 1ère Circonscription de Loire-Atlantique.,Europe Ecologie Les Verts est un parti politique écologiste qui succède au parti Les Verts en 2010.,,http://eelv44.fr/,,,
774,M,MICHEL,LOUIS,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C3_53,,C2_53,C3_53,,,,,,,,,
775,M,MICHEL,PIERRE,LES VERTS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C1_49,,,,,,,,,,,,
776,F,MIGEON,JOSIANE,PARTI SOCIALISTE,0,0,C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,C2_85,,,,,,,,,,
777,M,MIGNE,ANDRE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_85,,,,,,,,,
778,F,MILON-PIGALE,SYLVIANE,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_72,,,,,,,,,
779,F,MINDREN,CATHERINE,MOUVEMENT ?COLOGISTE INEPENDANT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_85,,,,,,,,,,
780,M,MINSSART,PIERRE,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_44,,,C7_44,,,,,,,,
781,M,MOCQUARD,RENALD,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6_44,,,,,,,,,,,,,
782,M,MOINIER,ERWAN,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_44,,,,,,,,,,
783,M,MOINIER,MICHEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,C9_44,,,,,,,,,,
784,F,MOISELET,CHRISTINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C5_44,,,,,,,,,,,,
785,M,MOITEL,MAURICE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C2_53,,,,,,,,,,,,
786,M,MOITRY,CLAUDE,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_44,,,,,,,,,,
787,F,MONCELET,JACQUELINE,LA DROITE INDEPENDANTE (MPF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C6_44,,,,,,,,,,,
788,F,MONDOLFO,FRANCOISE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C6_44,,,,,,,,,,,
789,M,MONNET,JEAN FRANCOIS,SANS ETIQUETTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_85,,,,,,,,,,,
790,M,MONVOISIN,THIERRY,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C9_44,,,,C9_44,,,,,,,,,
791,M,MOREAU,MICHEL,RASSEMBLEMENT POUR SE DEFENDRE ET FAIRE DU NEUF PRESENTE PAR LE PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_44,,,,,,,,,,,,,
792,F,MOREAU,NOURA,DIVERS DROITE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_44,,,,,,,,,,
793,M,MOREAU,YANNICK,DIVERS DROITE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_85,,,,,,,,
794,F,MOREL,CLAUDINE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C9_44,,,C9_44,,,,,,,,,,
795,F,MOREL,ROSELYNE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_44,,,,,,,,,
796,F,MORGILLO,ALEXANDRA-PAOLA,PARTI FEDERALISTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_72,,,,,,,,,,
797,M,MORIN,BERNARD,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C8_44,C8_44,,,,,,,,
798,M,MORIN,MONIQUE,"UNION NATIONALE ECOLOGISTE, PARTI POUR LA DEFENSE DES ANIMAUX ET LE MOUVEMENT UNIVERSALISTE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_53,,,,,,,,,
799,M,MORINEAU,PATRICK,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_49,,,,,,,,,,
800,M,MORINIERE,JEAN-PIERRE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_85,,,,,,,,,
801,F,MORINIERE,PATRICIA,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_44,,,,,,,,,,
802,F,MORINIERE DE LA,SYLVIANE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_53,,,,,,,,,,
803,M,MORTIER,FREDERIC,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_49,,C3_49,,,,,,,,
804,M,MORVAN,HERVE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4_72,,,,,,,,,,,,,
805,F,MOTREUIL,M.LAURE,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_72,,,,,,,,
806,M,MOTTE,JEAN PHILIPPE,FRONT NATIONAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_49,,C1_49,,,,,,,,,
807,M,MOULY,ANTOINE,PARTI SOCIALISTE,0,0,C5,C5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,C5_49,,,,,,,,,
808,F,MOUSSEAU,ARLETTE,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,C8_44,,,,,,,,,,,,
809,M,MOUSSET,SERGE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_72,,,,,,,,
810,F,MOUTEL,CHANTAL,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_49,,,,,,,,
811,M,MOYON,THIERRY,CHASSE PECHE NATURE ET TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,C8_44,,,,,,,,,,
812,M,NABI,YAHIA DIT DRISS,SANS ETIQUETTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_72,,,,,,,,,,
813,M,NADAL,CHRISTIAN,"ASSOCIATION PARTI SOCIALISTE, PARTI RADICAL SOCIALISTE ET APPARENTES",0,0,C10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,,,,,C10_44,C10_44,,,,,,,,
814,M,NAIZAIN,PATRICK,LES VERTS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_44,,,,,,,,,
815,F,NATHAN,IRENE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_44,,,,,,,,,,
816,F,NETO,EMILIA,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_44,,,,,,,,
817,M,NEUMANN,SERGE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_49,,,,,,,,,,
818,F,NEVEUX,BRIGITTE,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_85,,,,,,,,
819,F,NEVEUX-COUEDY,LISE,LES VERTS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_49,,,,,,,,
820,M,NICOLEAU,JOSEPH,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_85,,,,,,,,,
821,M,NICOLON,FRANCK,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,C10_44,C10_44,,,,,,,,,,
822,F,NIEDERKORN,DOMINIQUE,LES VERTS,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_72,,C4_72,,,,,,,,
823,M,NIVAULT,MARTIN,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_49,,,,,,,,,,,
824,F,NOIROT,DOMINIQUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2_53,,,,,,,,,,,,,
825,M,NOUAIL,KARL,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_44,,,,,,,,,
826,M,NOUCHY,THIERRY,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_72,C4_72,C4_72,,,,,,,,
827,M,NOVOTNY,MICHEL,POUR LA SEMAINE DE 4 JOURS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,,,,,,,,,
828,M,NUSSMANN,GERARD,"SOLIDARITE, ECOLOGIE, GAUCHE ALTERNATIVE (SEGA)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_49,,,,,,,,
829,M,NUYTTENS,MICHEL-HENRI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_72,,,,,,,,
830,F,OLEJNICZAK,LILIANE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C3_44,,,,,,,,
831,M,OMENETTO,GUIDO,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_72,,,,,,,,,,
832,M,ORGEAS,LAURENT,ALLIANCE ECOLOGISTE INEPENDANTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_85,,,,,,,,,,
833,M,OUDIN,CHARLES-OLIVIER,ALLIANCE ROYALE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_49,,,,,,,,,,
834,F,OUGGAD-DOUILLARD,JEDJIGA,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_44,,,,,,,,,,
835,M,PADIOU,MAX,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C10_44,,,,,,,,,,,,
836,M,PAGANO,ALAIN,FRONT DE GAUCHE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_49,,,,,,,,,,,,,
837,M,PAGEARD,MICHEL,PARTI DES TRAVAILLEURS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_72,,,,,,,,,,
838,M,PAILLEUX,MICHEL,GENERATION ECOLOGIE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C1_53,,,,,,,,,,,,
839,F,PAIN,JANINE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_72,,,,,,,,,,,,,
