id,Sexe,Nom,Prenom,Etiquette,Elu1988,Elu1993,Elu1997,Elu2002,Elu2007,Elu2012,Elu2017,Nombre_presentation_C1,Nombre_presentation_C2,Nombre_presentation_C3,Nombre_presentation_C4,Nombre_presentation_C5,Nombre_presentation_C6,Nombre_presentation_C7,Nombre_presentation_C8,Nombre_presentation_C9,Nombre_presentation_C10,Nombre_Elu_C1,Nombre_Elu_C2,Nombre_Elu_C3,Nombre_Elu_C4,Nombre_Elu_C5,Nombre_Elu_C6,Nombre_Elu_C7,Nombre_Elu_C8,Nombre_Elu_C9,Nombre_Elu_C10,1993,1988,2012,1997,2002,2007,2017,Phrase_pres_cand,Phrase_pres_parti,Age,Site_perso,Twitter,Facebook,Img_cand
840,M,PAPIN,CHRISTIAN,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_72,,,,,,,,
841,F,PAPON,MONIQUE,UNION POUR LA DEMOCRATIE FRANCAISE,C1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,C1_44,,,C1_44,,,,,,,,,
842,M,PAQUIN,JEAN-FRANCOIS,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_72,,,,,,,,,,,
843,F,PARAUX,JEANINE,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,C9_44,,,,,,,,,,,,
844,F,PARCHEMINAL,MARIE-NOELLE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_72,,,,,,,,
845,M,PARE,JEAN-JACQUES,MOUVEMENT REGIONALISTE DE BRETAGNE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_44,,,,,,,,
846,M,PASQUIER,JEAN-CLAUDE,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,C1_49,,,,,,,,
847,M,PATOUREAU,JOEL,LES VERTS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_53,,,,,,,,
848,M,PAUMARD,BRUNO,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,,,,,,,,,
849,M,PAUMIER,YVES,PARTI OUVRIER EUROPEEN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_72,,,,,,,,,
850,F,PAUVERT,EDITH,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_49,,,,,,,,,,,,,
851,F,PAVE,MARTINE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C1_72,,C1_72,,,,,,,,
852,M,PECHEUL,ARMEL,DIVERS DROITE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C6_49,,,,,,,,
853,F,PEILLON,PATRICIA,LUTTE OUVRERE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_44,,,,,,,,
854,M,PEIRANO,ALBERT,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_72,,,,,,,,,,,
855,M,PELE,JEAN-CLAUDE,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,C10_44,,,,,,,,
856,M,PELLEN,PATRICK,UNION DEMOCRATIQUE BRETONNE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_44,,C1_44,,,,,,,,,
857,F,PELLERIN,MICHELLE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_44,,,,,,,,,,
858,F,PELLETIER,BENEDICTE,LIGUE COMMUNISTE REVOLUTIONNAIRE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_53,,,,,,,,,,,,,
859,M,PELTIER,JEAN RENE,FRONT NATIONALE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_49,,C3_49,,,,,,,,
860,M,PELTIER,YANNICK,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_53,C3_53,,,,,,,,
861,F,PEON,YVONNE,LES NOUVEAUX ECOLOGISTES DU RASSEMBLEMENT NATURE ET ANIMAUX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_85,,,,,,,,,,
862,M,PERALDI,PIERRE,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_44,,,,,,,,,,
863,M,PERCEREAU,JACQUES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3_49,,,,,,,,,,,,,
864,F,PERCEVAULT,ROSELINE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C6_44,,,,,,,,,,,
865,M,PERDEREAU,PATRICE,MOUVEMENT DE LA GAUCHE PROGRESSISTE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_72,,,,,,,,,
866,F,PERGEAUX,AURELIE,PARTI SOCIAL LIBERAL EUROPEEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_44,,,,,,,,
867,M,PERIER DE,ARNAUD,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_44,C3_44,,,,,,,,,,
868,M,PERINELLE,ARNAUD,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C4_49,,,,,,,,,,,
869,M,PERISSE,JACQUES,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_85,,,,,,,,
870,M,PERNIN,BENOIT,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_53,,,,,,,,
871,M,PERON,RENE,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C8_44,,,,,,,,
872,M,PERREL,LUC,FRONT NATIONAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_53,,,,,,,,,,
873,M,PERRIN,PATRICK,POLE REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,C9_44,,,,,,,,,,,
874,M,PERRION,MAURICE,UDF - MOUVEMENT DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C5_44,,,,C5_44,,,,,,,,
875,F,PERROT,ISABELLE,DEBOUT LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_72,,,,,,,,,
876,M,PERROTIN,DAMIEN,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
877,M,PERS,ALAIN,"ASSOCIATION PARTI SOCIALISTE, MOUVEMENT DES RADICAUX DE GAUCHE ET APPARENTES",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C2_53,,,,,,,,
878,F,PETIT,ANNE-MARIE,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,,,,,,,,,
879,M,PETITDIDIER,PAUL,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C3_85,,C3_85,C3_85,,,,,,,,,
880,F,PHILLIPS,MARIE-CHRISTINE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_72,,,,,,,,
881,M,PIARD,PATRICK,GROUPEMENT DES ELUS DE L'UDF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C2_72,,,,,,,,,,,,
882,M,PICARD,ALAIN,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_49,,,,,,,,,
883,F,PICCA-DUBREUIL,JACQUELINE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_44,,,,,,,,,,
884,F,PICHON,ROSELYNE,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_49,,,,,,,,,,,
885,F,PICQUET,ODILE,PARTI RADICAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_49,,,,,,,,,
886,F,PIERRE,CLAUDE,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_44,C4_44,,,,,,,,,
887,M,PILAUDEAU,DANIEL,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_85,,,,,,,,,
888,M,PILET,DOMINIQUE,CHASSE PECHE NATURE TRADITIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,C9_44,,,,,,,,,,
889,M,PILLON,DIDIER,UNION POUR LA DEMOCRATIE FRANCAISE,0,0,0,C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,C2_53,,,,,,,,,,
890,F,PINARD,PATRICIA,MOUVEMENT NATIONAL REPUBLICAIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C2_85,,,,,,,,,,
891,M,PINCON,ANDRE,PARTI SOCIALISTE,C1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,C1_53,,,,C1_53,,,,,,,,
892,M,PINGAULT,RAYMOND,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_85,C5_85,C5_85,,,,,,,,
893,M,PINTE,FRANCOIS,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C2_44,,,,C2_44,,,,,,,,
894,M,PIRON,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_49,C4_49,,,C4_49,,,,,,,,
895,F,PLANER,M.CHRISTINE,LES VERTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_44,,,,,,,,,,,,
896,M,PLARD,DENIS,LUTTE OUVRERE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_49,,,,,,,,,
897,M,PLAZANET,FRANCK,LES VERTS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,,,,,,,,,
898,M,PLOUSEAU,GILLES,INDEPENDANT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_49,,,,,,,,,,
899,M,POHU,JEAN PIERRE,RASSEMBLEMENT POUR LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_49,,,,,,,,,,
900,M,POIGNANT,SERGE,RASSEMBLEMENT POUR LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,C10_44,C10_44,,C10_44,,,,,,,,,
901,M,POINCOT,MICHEL,PARTI POUR LA DEFENSE DES ANIMAUX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_72,,,,,,,,,
902,M,POIRIER,JACQUES,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1_53,,,,,C1_53,,,,,,,,
903,F,POIRIER,NATHALIE,PARTI CHRETIEN-DEMOCRATE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C6_44,,,,,,,,
904,M,POISLANE,HERVE,MOUVEMENT ECOLOGISTE INDEPENDANT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C1_72,,,,,,,,,,,,
905,M,POLLONO,JEAN-MICHEL,CNIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,C9_44,,,,,,,,,,
906,M,PORTZERT,BERNARD,LE TEFLE - LES NOUVEAUX ECOLOGISTES,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_49,C2_49,,C5_49,,,,,,,,
907,M,POTIER,DOMINIQUE,DEBOUT LA EPUBLIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,C9_44,,,,,,,,,,
908,F,POUDAT,ANNE-CLAIRE,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C8_44,,,,,,,,
909,M,POUDAT,MATHIEU,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
910,F,POUPARD,DOMINIQUE,GAUCHE ALTERNATIVE 2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C5_49,,,,,,,,,,,
911,M,POUPLET,ALAIN,MOUVEMENT POUR LA FRANCE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_49,,,,,,,,,
912,M,POUSSEUR,JEAN MARIE,MOUVEMENT DES CITOYENS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C2_44,,,,,,,,,,,,
913,M,PRADIER,THIERRY,LES VERTS,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_72,C3_72,C3_72,,,,,,,,
914,M,PRAUD,CHRISTIAN,LE CENTRE POUR LA FRANCE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_85,,,,,,,,,
915,M,PRENEAU,FRANCOIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C2_44,,,,,,,,,,,,
916,M,PREVOST,MICHEL,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C5_49,,,,,,,,,,
917,M,PRIDGEN,JIMMY,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,C8_44,,,,,,,,,,
918,M,PRIGENT,JEAN-LOUIS,LES VERTS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_72,,,,,,,,,,,
919,M,PRIOU,CHRISTOPHE,RASSEMBLEMENT POUR LA REPUBLIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,C7_44,C7_44,,C7_44,,,,,,,,,
920,M,PRIOU,YVES,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C7_44,,,,,,,,,,
921,M,PRODEAU,LAURENT,PARTI DE LA LOI NATURELLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C7_44,,,,,,,,,,,,,
922,F,PRODHOMME,MARIANNE,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C6_49,,,,,,,,,
923,M,PROULT,JACK,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C1_49,,,,,,,,
924,M,PROUST,CHRISTIAN,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_49,,,,,,,,,
925,M,PROUST,CHRISTIAN,FRONT NATIONAL,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_85,C4_85,,,,,,,,
926,M,PROUTEAU,CLAUDE,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C8_44,,,,,,,,,,,
927,M,PUAUD,PHILIPPE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_85,,,,,,,,,
928,F,PUNTURO,BRIGITTE,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_44,,,,,,,,,,
929,M,QUELENNEC,JEAN,FRONT NATIONAL,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C2_49,C2_49,C2_49,,,,,,,,,,
930,M,QUEMENEUR,YANN,REGIONALISTE (SOUTIEN EELV),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C4_44,,,,,,,,,,
931,M,QUERAUD,DIDIER,EUROPE - ECOLOGIE - LES VERTS DISSIDENT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_44,,,,,,,,,
932,M,QUINIO,J.YVES,UNION POUR LA MAJORITE PRESIDENTIELLE-UDF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C3_53,,,,,,,,,,
933,M,QUINQUENEL,ANDRE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C3_49,,,,,,,,,
934,M,QUINTIN,JEAN,REGIONS ET PEUPLES SOLIDAIRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,C9_44,,,,,,,,
935,M,QUINTON,CHRISTIAN,EUROPE-ECOLOGIE-LES VERTS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C3_53,,,,,,,,,,,,
936,M,QUINTYN,CLAUDE,LA FRANCE EN ACTION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_85,,,,,,,,,
937,M,QUITTET,FREDERIC,GENERATION ECOLOGIE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C7_49,,C7_49,,,,,,,,,
938,F,RABIN,MONIQUE,PARTI SOCIALISTE,0,0,0,C9,C9,C9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,,,C9_44,,C9_44,,,,,,,,,
939,F,RAFFIN,FRANCOISE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_44,,,,,,,,
940,M,RAIMBAULT,MICHEL,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_49,,,,,,,,
941,M,RAIMBOURG,DOMINIQUE,PARTI SOCIALISTE,0,0,0,0,C4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,C4_44,,,,,,,,,,
942,F,RAMBAUD,MARIE-CLAUDE,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C5_85,,,,,,,,
943,M,RAMPELBERG,MARC,PARTI OUVRIER EUROPEEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C4_72,,,,,,,,,
944,F,RAMPILLON,YVETTE,FRONT FRANCAIS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C1_49,,,,,,,,,
945,M,RAPIN,FLORIAN,SANS ETIQUETTE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C7_49,,,,,,,,
946,M,RAYNAUD,PAUL,LUTTE OUVRIERE,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C4_44,C4_44,,C4_44,,,,,,,,,
947,M,REBIERE,JEAN-LOUIS,SANS ETIQUETTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C2_44,,,,,,,,,
948,M,REGNIER,GILLES,LA DROITE INDEPENDANTE (MPF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C8_44,,,,,,,,,,,
949,M,REMAUD,JEAN CLAUDE,PARTI SOCIALISTE,0,C5,C5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,C5_85,,C5_85,,C5_85,,,,,,,,
950,F,REMINIAC,ANNE,GAUCHE ALTERNATIVE 2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C3_53,,,,,,,,,,,
951,M,RENARD,JEAN,LISTE D ENTENTE POPULAIRE ET NATIONALE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4_72,,,,,,,,,,,,,
952,M,RENAUD,PHILPPE,EUROPE ECOLOGIE LES VERTS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,C1_44,"Philippe Renaud, élu député en 2007 et 2012, il se représente en tant que candidat Mouvement 100% et Parti Breton sur la 1ère Circonscription de Loire-Atlantique.","Le Parti Breton est un parti nationalise breton fondé en 2000, rassemblant autour de son programme des sociaux-démocrates (centre gauche) et des sociaux-libéraux (centre droit).",,http://partibreton.bzh/,,,
953,M,RENAUD,XAVIER,RASSEMBLEMENT BLEU MARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,C6_44,,,,,,,,,,
954,M,RENAUDET,PHILIPPE,ALLIANCE CENTRISTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,C5_49,,,,,,,,,
955,M,RENEVOT,YVON,FRONT DE GAUCHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,C8_44,,,,,,,,,,,,
956,M,RENOU,BERNARD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C3_44,,,,,,,,,,,,
957,M,RENOUF,JEAN-YVES,MOUVEMENT ?COLOGISTE INEPENDANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,C9_44,,,,,,,,,,,,
958,M,RENUSSON,LIONEL,LES VERTS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C2_72,,,,,,,,,,,
959,F,RETAILLEAU,PATRICIA,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4_85,,,,,,,,,,,,,
960,M,REVEILLE,CHRISTOPHE,MOUVEMENT LES VERTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,C4_49,,,,,,,,
961,M,REVEL,BERNARD,DIVERS DROITE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,C9_44,,,,,,,,
962,M,RICA,MICHEL,PARTI COMMUNISTE FRANCAIS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C1_44,,,,,,,,,,,
